Hotel_name,Review_Title,Review_Text,Rating
fortun select grand,stay fortun select grand,stay night friend felt hotel valu money staff courteous ambienc pretti good room well maintain good decor ampl facil overal pleasant stay thank mmt recommend good hotel,81.45769370522203
grand chennai grt hotel,absolut best,best best excel servic top notch,89.69722601320674
treebo hive,good hotel stay wellmaintain room,per review one best hotel chennai look beauti outsid front gate nice resid heart chennai hotel manag staff friend custom food provid hygien delici room clean wellmaintain cost high compar hotel facil like internet gym awesom final recommend visit hotel,80.92888758598798
bever hotel,good stay,nice locat peac stay neat room good servic wifi activ everi time need use breakfast also good whole good stay buffet dinner night could better littl veriti,81.30672733936663
hotel grand resid porur,fair price,ok quick stay hot water otherwis room ok price,57.98578546207754
thaj regenc,good stay varieti food,wife stay hotel last month special like travel long distanc everyth nice enjoy lot food differ varieti even walk swim realli enjoy alway rememb stay,80.44217108604688
crystal resid,bad,stay famili trip us consul near locat regard rest facil ok,61.151959339028274
hyatt regenc chennai,,impress servic staff area good restaur fit center beauti hotel love creativ way bathroom set make beauti function love mani shelv room bathroom howev grout shower area look like need deep clean still wonder time hotel,68.06690885148828
new woodland,high recommend new woodland,perfect travel hotel great servic wonder food room neat clean well kept newli furnish room even classi regular visitor tourist absolut valu money need wast money needless fanci hotel,73.3278189445897
qualiti inn sabari,good hotel close shop area,overal hotel facil good nice locat far away airport,80.50671244941641
hotel shelter,good hotel,hotel room local servic good,76.90565863024455
maurya intern,nice hotel strong recommend,hotel room neat enjoy stay day wife infant without hassl food good room servic good bar also good kettl room televis cabl network went day would strong recommend hotel,77.20846705613756
resid tower,great hotel forgot india,room clean intern standard option turn ceil light prefer brighter otherwis warm cosi toilet small funtion water pressur good th floor room,79.75684128663373
golden fruit busi suit nagar,nice experi one day stay,reach hotel pm stomach recept guy arrang wonder food minut alloc room good,64.11291777692095
lemon tree chennai,make conveni,appreci staff servic bathroom tap dustbin clean wc ventil room window perman close need attent pleas check make right realli adjust,60.15010759093991
ibi chennai citi centr,,front desk th floor view pleasant,54.72005675501053
radisson chennai citi centr india,clean comfort hotel excel food,would stay clean comfort amaz food occasion mosquito room,80.18583167451068
fabhotel queensway nagar,good hotel averag restaur,hotel good clean breakfast spread poor food qualiti averag much option choos,77.74257443573377
peac inn,clean big room,arriv late night thailand look forward drink bar told muslim hotel alcohol strict forbidden disappoint clean good staff good valu probabl hotel mani western stay good locat,79.20212084377039
pleasant day,good stay valu money,valu money pleasant stay pretti good cost locat also good overal stay satisfactori provid us good breakfast menu also good,78.8336375663992
itc grand chola,room servic clean,locat hotel good room servic neat clean overal servic hotel good food nice hotel visit hotel famili offici work everyth provid room satisfi hotel stay dont suggest hotel hotel nearbi airport,98.68993698092613
radisson chennai citi centr india,poor stay,guess greet you reach hotel come taxi no garland welcom drink bad smell drainag believ opposit properti hotel fine stay good though littl dull compar radisson brand properti,70.9834082174986
raj park chennai,overal awesom stay,everyth awesom provid mini bar too much space luggag ac power feel like home hotel food stuff amaz buffet amaz lot dish snack free breakfast around rs lunch dinner love hotel,85.12087767093129
perfect omr,upto expect,morn breakfast ariya hotelon one item per headpaid two doubl bed roomnot upto expectationand struggl search roomnot actual omr main roadit adjac roadit situat street opposit factorywork nois,70.26639292958014
raintre st mari road,,good hotel decent experi courteous staff,84.2900277265412
raintre st mari road,like home,work world hotel part life raintre st mari absolut wonder staff top manag resteraunt staff housekeep friend accomad make feel home better servic definitley recomend place busi vacat locat great three resteraunt great food,99.43109470842539
radisson chennai citi centr india,cosi place stay,overal hotel cosi place stay dont ad facil enjoy locat hub citi nungambakkam staff member polit care prefer stay appoint sankara nethralaya absolut proxim conclus properti wonder stay,85.78265534099313
chennai palac,palac hotel,hotel way custom place go irungattukottai ambianc hotel nice park spacious fortun hotel allot delux room tariff execut room much impress hotel would like visit hotel frequent,80.17247190291992
key hotel kattima,great valu,clean room non intrus staff good breakfast good valu money,76.49068230383641
resid tower,good,excel,65.14116507878127
oyo room anna arch arumbakkam,excel experi hassl,neat room clean washroom realli good experi never anywher hotel good money paid exact need hotel futur recommend apart peopl thank servic oyo pleas carri servic,73.57324420143826
sangeetha resid,great stay,excel experi stay great atmospher servic locat real deal wanna experi chennai issu dealt prompt cool peopl food bar honest recommend sangeetha experi,89.5712589315353
mallika reisid,,nice hotelstaff nice gentleman helpfulth way manner good,80.79633379577595
redsun servic apart,ok short stay recommend famili,okay stay singl person spend night pathet recept wifi doesnt work one staff cater room poor guy air condition never work recept area sweat checkin consol clean bed sheet towel,58.393677230072285
accord metropolitan,good stay nice locat,good stay nice locat suggest offer breakfast includ offer also check offer complimentari pick drop airport thing add valu offer certain increas busi best certain recommend stay hotel,99.45121147468258
raintre st mari road,nice hotel friend staff,overal good quick wifi,80.82268813872857
ibi chennai citi centr,standard queen room littl congest,amaz stay near us consul good option visa purpos visit person,84.28165483227905
sathyam grand resort,good,wood like say hotel good like hous keep room servic mainten like beauti travel avail also good wifi also avail plan come next year also almost happi say good famili chines japanes food also avail massag also avail,65.68125129015938
savera,conveni locationreason price,room vg bit difficilti figur light electr onoff function hair dryer work good valu paid price front desk personnel perfect,77.97061418146797
ambassador pallava,old heritag type hotel,ambienc hospit good interior good like heritag hotel locat conveni place move around citi peopl good readi serv possibl need mainten bathroom,75.11096093231349
treebo saravana boutiqu inn,review,great,88.75242379047512
le royal mridien chennai,nice lobbi aw room,book hotel got worst room ever seen star hotel india in new room faucet loos readi fall off avoid hotel,52.274143539205916
star citi servic apart,bad servic rude front offic staff,locat might good servic pretti bad tv work wifi avail day water heater work ac take long cool front desk staff rude price breakfast,43.33471673887425
atchaya,superb ambianc great atmospher wish stay longer,stay atchaya hotel night south india tourand realli great start journeychennai first halt thanx atchaya warm welcom southsuperb servic great ambianc nice exterior well interioreveryth perfecthigh recommend,90.71426165480304
qualiti inn sabari,improv facil,though stay night felt facil room get old need replac ex toilet closet leak time door latch old near hurt finger small small thing need replac repair stay hotel month continu around year back feel util fit,59.04197306379679
sona inn,excel locat visa interview,stay visa interview staff help although dint mani request let checkout late could wait interview room good spacious overal comfort stay,74.09095444493445
sangeetha resid,good hotel,stay revankar comfort hubli hotel locat good servic also good clean food news paper everyth ok,73.66335474384887
radisson chennai citi centr india,visit hotel famili transport facil avail hotel hotel appear good,convers much,86.35484948587509
mahalaya resid,near airport got catch flight,two minut away airport friend staff came pick us airport good time,70.4225690048015
maurya intern,stay maurya intern excel,stay one night hotel staff excel even room spacious neat clean realli good hotel valu money suggest friend come stay hotel anyon come chennai,77.6948495035237
treebo elan,clean hotel courteous staff,stay comfort recent cyclon outag wifi tv dish access caus inconveni food great staff courteous help,72.67921750813747
peac inn,good staff good food,hotel mid citi locat near marina beach conjunct space front hotel food good north indian peopl staff good room servic ok hotel good middl class peopl space park,58.11349515850278
mar,conveni chennai airport,dirti noisi room good thing place close chennai airport run airport shuttl awar pay cash hotel restaur,65.01139712789254
southern resid,excel servic valu money,search hotel kelambakkam area chennai found southern resid hotel next bus stand kelambakkam got room immedi cost wise also good like hotel rate excel servic,80.21862398354922
chandra park,good one,good hotel busi stay opposit egmor railway station close restaur shop ambienc ok servic also good chennai central railway station close kms overal good stay,73.04432029518091
chariot,nice especi bussi trip wifi,bill provid go onlin vendor have commiss includ bill inord conceal detail not dare take order food review alreadi anyoth hotelnear visa offic would prefer one,62.003396225631576
habli chennai,averag hotel,room quit alright bathroom clean bed mattress shape ie curv torso region need chang comfort sleep food averag would mind stay enough reason make better place sure,59.98425728585495
emarald,averag servic good hotel,hotel good averag servic think cost one night per hotel need reduc cost offer custom servic provid best lunch dinner also maintain disciplin hotel guest,78.31448450594742
park chennai,custom friend hotel,made book guest guest allow stay spite book payment made onlin guest made wait lobbi near hour final gave id proof accommod yet accept find altern solut hotel custom friend hotel,57.25501421328825
southern crest,shop near,good thing hotel locat near shop,66.5324753155338
abu sarovar portico ex abu palac,good busi hotel,good busi hotel wellfurnish room busi travel free wifi facil everi room also food also good overal ambienc also good busi travel also central locat busi purpos busi hub,77.76489940527043
raintre,excel stay,good experi attent staff good locat,90.02610540126865
victoria,room maintain,dont food option bathroom small room maintain option breakfast tv work internet automat stop work morn except locat didnt found anyth good door lock broken toilet sheet also broken,52.470645239420335
beach park resort,food servic decent afford,good experi nice place ambienc good time food servic decent afford famili enjoy place swim pool must improv worst servic decent,69.13831136222184
itc grand chola,excel hotel,excel hotel plan close airport conduct busi it massiv two section defo come back go back india,77.24424997055992
crescent park,friend front desk,nice friend front desk locat close us consul,62.727955432371644
westin chennai velacheri,short servic standard,stay coincid unfortun incid currenc exchang problem rupe cyclon vardah hotel could capit currenc exchang problem provid currenc exchang guest would rupe tip servic staff hotel stand hotel front,68.0700336483553
melodi,nice stay satisfi complet,went parent book hotel first big problem us find one luckili got room hotel stuff quit good manag good guy room fine bathroom good wifi connect,58.49435156621922
sathyam grand resort,good stay good food,last time stay particular resort good local natur good respons recept peopl food also good total like place rest room mainten good,73.2208976567496
surya prakesh,worth stay good low cost,place clean staff prompt help room comfort necess one would look budget hotel conveni place number restaur nearbi all worth money paid,71.00762007227603
radisson chennai citi centr india,conveni pleasant hotel,extrem help staff clean comfort room splendid breakfast buffet,99.18895700524617
mount heera,dont want go hotel,peopl good room size ok jugaad everywher non function fridg dirti pillow air condit mark cool proper rusti shower broken commod flap els want know,43.33567615955966
metropark vadapalani,decent hotel,hotel actual abut vadapalani templeth enact cast new actual attain import place staff affabl capit alley actual abreast yet auberg absolut affabl staya abund abod break accept amount money accord abod tri chennai,73.09423750394198
raintre,good hotel,dinner buffet pricey food amaz downsid stay discolor water bathroom sink,59.921139414665994
asiana place,averag stay,hotel asiana place ascenda park excel experi clean excel servic excel food qualiti negat point signboard hotel outsid even pass come know hotel local restaur want dine option would ascenda food court hotel good visitor ascenda park,80.19424617827939
orchid inn wood road,convers much,didnt tast food hotel book room travel agenc visit hotel relax purpos hotel locat nearbi bus stop perk avail hotel provid room neat clean hotel amen provid room work condit didnt check wifi facil hotel,57.20401797744178
aloft chennai omr expressway,good hotel stay,stay aloft good experi room neat tidi spacious doubl occup room servic prompt good food good especi complimentari buffet breakfast wifi connect also work fine overal good hotel stay,88.57626947732328
nakshatra servic apart teynampet,delight stay polit staff,delight atmospher madra hotel well decor room also beauti design like overal view hotel food tasti oili realli enjoy room servic quick staff well manner polit humbl,81.26416436987049
hotel comfort,good stay,water come promis staff polit act favor us made us wait tell receiv communic mmt although day back confirm got email,63.31088213810371
pearl intern,spacious room enjoy stay,good enjoy stay food reach minut station nice recept employe realli good want need enjoy buffet breakfast room spacious thank mmt,86.16259737597865
fortun chennai,overal excel price,excel price heart citi well connect lead area mall theatr hospit everyth surround posh residenti coloni like poe garden marina beach walkabl distanc hotel,79.1319102247439
radha regent,nice stay delici food,like much recommend friend relat book room hotel food delici like buffet system free breakfast idea nice attract yummi dish,83.17719372167605
hyatt regenc chennai,hotel town,comfort excel select breakfast dinner watch overpr bottl water though the staff extrem help love outdoor swim pool dark even could better signag light,97.60733706039093
pratap plaza,budget hotel,good budget hotel famili busi travel chennai locat easili access decent good hotel valu money stay day staff good oblig,81.7522935263515
pebbl,pleasant stay,clean spacious room good tasti breakfast complimentari wifi bit slow food order outsid servic staff good cooper hotel situat conveni locat min walk down street promin pub nagar,80.71259326193615
thaj regenc,hotel nice,hotel beauti everi badi like hotal hotal food tast room beauti hotal servant nice work nice everi bodi like hotal hotal place beauti natur nice everi bodi like,71.69949620176654
savera,conveni locationreason price,room vg bit difficilti figur light electr onoff function hair dryer work good valu paid price front desk personnel perfect,77.97061418146797
hilton chennai,,great hotel excel attent staff clean quiet,89.13303751745556
beach park resort,good hotel stay good facil,awesom memori stay beach park visit celebr anniversari hotel servic far good even children like place mani place kid play cricket volley ball swim pool etc food nice overal nice,78.7427192083806
omr guest hous,worst experi,hotel facil lift cleanli staff boy even name board build manag yrs old person strict say talk makemytrip book via dont complain also use bad languag simpli recommend,34.91530525009628
victoria,overal good experi,front offic good room neat ac control good staff polit good hospit room size good overal good stay chennai central locat easi shop local train also easi reach part chennai,82.96595590835999
hyatt regenc chennai,profession hotel mod con close work,realli enjoy japanes chines restaur menu food excel room clean quiet use shuttl servic everyday easi stay next time chennai work,84.51486699869288
oyo room royapettah,valu money,comfort n spacious room econom good breakfast would definit visit,85.27110201718533
sathyam grand resort,good hotel room wellmaintain,front offic look like simpl hotel room good need maintain period condit food servic restaur peopl behav good manner swim pool avail use mani foreign visit hotel park facil separ avail room place distanc main highway disturb nois highway,72.89414390817177
radisson chennai citi centr india,best place stay chennai,best place stay chennai perfect combo right locat perfect clean hygien room tasti food excel servic visit place chennai rate best place,99.66666879025117
taj club hous,amaz servic taj club hous,amaz went way accommod request,99.3204894897145
raj palac hotel,,good short stay,72.00553746088386
mapl tree,poor room servic poor staff behaviour,check hotel devast hotel room also servic chang room room one problem either ac work tv work water leak top bathroom room small cramp staff rude morn breakfast terribl,34.59396050372404
season guest hous,charg higher expedia invoic,room small suffoc charg higher amount expedia invoic various reason hotel nearbi locat,55.0021075909698
spin,high recommend,second visit hotel time purpos visit us consul short travel embassi stuff friend last check ask extra amount earli check fought back refus pay bewar overal nice experi high recommend book room,78.15058133828317
new woodland,overal nice stay,hotel like much chennai swim pool chargeabl suggest hotel especi famili peopl hotel much space park morn breakfast nice enjoy,85.79586319329961
resid chennai,enjoy stay resed hotel nice place,busi trip chennai best place stay resid hotel near market center chennai near chennai famous shop center nagar area night mani restaur near,65.39127098345347
abu sarovar portico ex abu palac,averag,washroom well maintain one towel two peopl condit towel bad hand wash smell bad room servic late not happi hotel servic,43.36571909887627
raj resid,lot rat hotel,pathet lot rat found room even hand bag torn rat hotel renov well pleasant stay,47.75784792189607
green park,easi access,easi access shop mall transport citi airport well maintain facil hotel room mainten staff friend help check process could improv friend staff counter especi late even,74.9937275157685
lloyd guest hous us consul,central locat,bad room facil noth work like lift wifi ac tv bathroom commod es flush proper towel bad pillow cover fresh felt disgust vacat room book new room differ hotel nearbuy,37.738389724782365
park hyatt,great hotel great locat bravo ventana,stay xmas new year night wonder hotelth locat absolut brilliant yard town squar lucki get free room grade one superb loft convers two level room four poster bed nice staff help breakfast good,68.90674776758313
benzz park,benzz park chennai view,recept delay checkin mani formal slow attendingotherwis okay,67.3975569970003
trident chennai,simpli great,great hotel excel facil awesom hospit breakfast spread great shower pressur good felt like take bath waterfal sure come back stay,85.89786604577111
hotel grand resid porur,grand resid stay,worst stay life st time disappoint hotelscom recommend hotel rate star star,67.95582048436323
ambica empir,,wifi work food qlti good becom sick eat,57.08949625182606
novotel chennai sipcot,busi hotel,properti goodbut small roomsno big lobbybut restaur pool good locat breakfast also good far tast food concern pure noth indain wish could better,79.76364385310072
radisson blu grt chennai,small clutter room close airport,main benefit hotel proxim airport given extrem heavi traffic morn otherwis hotel radisson standard room small clutter,61.53284898404199
taj club hous,excel busi hotel,excel servic clean good room help staff,98.14500344770322
suvi annexur,good,close ti airport arrang pickup plus point could kept small piec bath soap,61.693054126713605
park chennai,excel servic,enjoy stay pleasant servic stay includ buffet breakfast excel locat close us consul big advantag lot eat option within mile radius recommend luxuri room,86.06533434669876
radisson blu grt chennai,,extrem good breakfast lunch buffet help staff,75.19135706969533
raj palac hotel,great valu money,hotel staff cooper excel servic request spiceless food older parent oblig prepar the execut room spacious clean great valu money makemytrip discount,88.27455224594216
new woodland,home villa,new woodland chennai gave home experi luxuri touch one whole night along famili manag total make whole custom satisfactioncom across foodthey pretti good provid delici tasti food needtot stay sure give live home touch experi thank,72.87877491067441
peac inn,,ok bad,54.57318922291411
avnb tower,excel experi,avnb tower friend staff alway will help room nice comfort high recommend stay,81.6419693733222
deccan plaza,appear hotel good,food facil avail hotel food qualiti good hotel nearbi mall behaviour staff execut good visit hotel famili park facil avail hotel gym facil avail hotel appear hotel good check checkout servic done time wifi servic avail hotel hotel valu money,81.83227334189237
e hotel,,got veg breakfast,65.12339329909061
king cross resid,good stay valu money,check day good locat valu money complaint everi hotel exampl wifi wasnt work hot water wasnt come proper power fluctuat minor prioriti overal place good like breakfast staff behaviour,67.1454469944323
oyo room royapettah,hotel review,great,87.3837705739365
manickam grand,ok valu money,decent valu money hotel complimentari breakfast great good look quick transit close airport good connect train friend staff restaur ground floor also averag,84.44432167213742
nayagara,good hotel,place quiet calm well maintain give differ feel reach place recept place quit impress negat point breakfast provid realli awesom enjoy,73.82560788956958
hyatt regenc chennai,dissappoint,linen smell bad elev pungent odour housekeep par star hotel didnt clean room regular big argument housekeep manag doorman sy k subramani bell servic made stay comfort even ordeal,20.857854350101498
harrison chennai,new year stay,locat perfect,80.21901154838237
taj coromandel,great hotel experi,one best hotel stay india valu money experi excel hotel facil great food well train staff courteous went way make great hotel experi,91.37218585609551
royal star,bad experi delici food offer,hi bad experi regard hotel stay last time made full payment onlin cleartripcom check hotel check hotel peopl made pay receiv payment cleartripcom,52.40109354289834
lemon tree chennai,valu money,clean valu money prompt servic beauti aroma problem view compris abl buffet dinner asko good even provid take away breakfast morn,85.62927152041462
resid tower,,saw much better upkeep facil two year back,56.82398822403221
spin,comfort stay,locat close marina beach chepauk stadium railway station love express avenu mall also close room clean comfort morn breakfast includ room plan could interest,82.47634180964431
cloud nine servic apart,comfort home stay,appoint near hotel stay two day hotel close proxim lot place like famous bar market room great modern amen comfort furnitur languag littl problem area hotel staff assist case problem,76.88911006354546
e hotel,excel valu money,friend staff direct access avenu mall food qualiti great improv provid atleast towel twin room stay famili day enjoy stay e hotel visit,98.01877628562639
park hyatt,best best hotel,park hyatt realli live hype best part hotel bathroom roof top swim pool give great view chennai flagship pub fli eleph realli happen weekend stay guess get free entri one excit pub servic ambienc hotel top notch unparallel,78.65924173340952
maurya intern,excel locat kind staff,locat excel front desk staff kind nice hotel food qualiti good need varieti qualiti room water bathroom medic facil like swim pool gym morn exercis place room size small,70.94862992300642
savera,pleas tri hotel,hotel room poor broken floor board receptionist readi take feedback proper respons question wouldnt recommend savera anyon charg thrice amount mention snack pack,42.652604077162835
aryaa,good hotel good food,old gold good hotel chennai still improv introduc good food use compar new hotel arriv day new type increas effici hotel room food tv connect also pave beauti way room servic improv lot,65.46794510127997
hotel comfort,good hotel profession room congest,good profession stay bigger disadvantag congest room breakfast ok overal ok profession stay locat ok servic need improv room clean excel,70.92795154261766
treebo saravana boutiqu inn,good stay peac,book hotel star rate worth star locat hotel crowd place mainten hotel upto mark bed sheet dirti chair cloth broken look nd handl bathroom broken wall overal worth money,48.615101477136335
mgm eastwood,nice food kind staff,nice resort staff kind great stay indoor game never play outdoor see anyon play also swim pool great entertain well maintain bar avail tv screen size small,81.38016698690276
trident chennai,great place stay,excel hotel servic staff alway greet smile ever readi attend matter time day stay comfort relax locat hotel also good near chennai airport book hotel makemytrip reason price high recommend hotel,92.37605272023315
key hotel kattima,perfect busi travel,hotel close airport quick access work take omr road vicin staff extrem polit help expect flag auto outsid hotel hotel tuck away street thank radio cab easili book hotel easili locat driver,68.37702261732187
holiday inn express chennai mahindra world citi,wish anoth option mwc,didnt like your work mahindra world citi dont choic littl competit could probabl help thing staff nice hotel blah,60.74894195939028
accord metropolitan,good hotel,servic good also provid free wifi internet connect breakfast ok need improv,79.79731960895899
aryaa,good experi,whether staff time handl request definit comment hous keep servic provid look smart hous keep smile face help full supportedwould differ say hotel indoor good nois loud simpli super nice place near good like good experi,75.8159044749375
esthel,bad hotel congest room,stay hotel busi trip chennai hospit good room good room congest food could serv renov go room servic offici time overal experi good recommend anybodi hotel,66.46860947056659
radisson chennai citi centr india,good place stay,wonder experi hotel neat staff friend overal recommend short stay,99.88558943763621
itc grand chola,pride india,stay one night recent would guarante far best hotel ive beenth hospitalityserviceroom staff also food noth less excel i would also singl prais staff name nidhipriyankamaya harish awesom made feel homei would person rate,99.81860524447563
park chennai,perfect locat help staff,hotel perfect locat near us consul hotel beauti well maintain fill most peopl came visa interview staff also help cooper,85.62646020788858
radisson chennai citi centr india,recommend stay famili,servic stay nice staff friend approach food good ambianc would recommend peopl stay hotel hotel decent distanc airport make travel easi good stay overal,97.90373746965258
royal regenc,disappoint hotel minim servic,hotel continu fine tradit oyo hotel use old photograph one room either exist made look good advertis foyer like pictur pictur,60.075618119013626
ekaana cottag,good servic great room,difficulti locat place googl map guid right place one front offic reach room great bathroom need refurbishedrepair high price facil locat servic good got whatev ask provid default,72.1670040367276
bever hotel,,food disappoint also cleanli bathroom,57.52187843566357
radisson chennai citi centr india,good,servic stay nice staff friend approach food good ambienc would recommend peopl stay good option reason price ate look star rate hotel,81.48443350659872
bluten tradit inn,good hotel good locat,room nice clean arriv ac cool tv work wifi struggl get connect problem resovl stay relat pleasant food choic less need expand more also park space need expand high unorgan park cost one whole even plan untrack guest car park front mine,70.36173639720943
park hyatt,hotel review,experi hotel nice transport facil provid hotel activ avail hotel would recommend hotel upcom travel,86.05819995130611
ambassador pallava,,good veri friend staff check restuar,74.69524426714742
radisson blu grt chennai,great place unwind fli,hotel wonder food loung spa room realli appreci great choic locat unwind fli sever hour us fli next day massag spa staff great breakfast enjoy definit stay,97.92108440692489
park chennai,need improv room good servic,hotel room repair bathroom wall repaint outsid window clean bird made dirti insid room clean well maintain ac servic good,82.6535887148458
season guest hous,clean improv,bath room towel good soap clean improv servic courteous help park facil improv narrow toilet citi easi commut near anna salai assist park narrow entranc board show,69.4586468487266
taj coromandel,taj perfect,hotel everyth cater effort spare staff ensur stay perfect,81.41393517317196
radisson blu grt chennai,nice stay experi,breakfast spread good staff goodhelp comfort stay,80.15040299781842
park chennai,good locat good price,need maintainc smell room breakfast good,60.98170984284201
pleasant day,excel,chennai capit citi tamil nadu locat north east state apart major district metropoli also serv gateway south india chennai cultur develop citi replet centr carnat music cultur event favt food idl vada,71.80854381244555
ambassador pallava,averag stay,pretti averag stay locat fine book basi review prove exagger check late night around pm order dinner took almost hour deliveri dish one order wifi never work breakfast averag overal will compromis certain aspect would say valu money,69.99548956107081
e hotel,dont ever consid hotel,arrog starff way treat horribl terribl disappoint worst staff ever seen hotel realli crazi,21.439663764210138
spring,close us consul,nice stay close us consul walkabl around mt biometr centr well interview centr room somewhat small clean car park avail complementari breakfast good lot option overal nice stay,80.47194524919753
treebo saravana boutiqu inn,treebo saravana chennai,clean function place stay quit close marina beach state found start walk still walkabl distanc though lot littl shop market stall around see obvious place eat obvious area foreign tourist stay find tourist area problem us might other,75.86864038087307
jp hotel,decent hotel,ok coupl night wifi work basic amen ok,51.00188555613856
marsan lodg,nice hotel stay near airport,oneword excel friend cheap good hospit,90.37482602651735
ambassador pallava,nice hotel stay,hotel locat ideal locat servic good hour coffe shop nice stay th floor room good spacious basic requir avail pool nice huge,84.4048602292264
grand chennai grt hotel,good servic,hotel staff friend entir stay,87.86053677211392
lemon tree chennai,date,date router outsid front room back poor internet food sub standard age heavi usag take toll need major renov keep us chain,62.46977172608027
treebo grand marena,busi orient hotel,averag sinc destin busi orient one henc much offer target group,43.528423483714164
lloyd guest hous us consul,good hotel close us consul,pick hotel parent attend us visa interview chennai hotel close us consul easi locat staff respons right begin respond question time manner parent nice stay gave posit feedback hotel staff,71.6241441612779
accord metropolitan,perfect hotel famili busi trip,busi trip stay two day found perfect hotel excel cleanli locat also perfect nice valu money hotel suggest offer least breakfast includ offer case singl occup doubl occup great deal,87.20524011605409
resid chennai,excel hotel excel servic,modern hotel great locat great room luxuri servic think facil avail great singl person group also famili hotel food drink tasti pure product use great stay hotel thank much hotel resid great facil us,74.51491507691868
treebo elan,good experiac,place awesom neat tidi room best possibl amen hotel staff friend recommend place everyon special peopl visit chennai visa,86.26100713192028
itc grand chola,good stay,everyth nice noth complain breakfast good spread choic line itc properti room dine doesnt mani choic that negat would say,96.75532239818173
resid tower,,good,68.42679308575498
treebo grand marena,good stay,hotel good area littl insid main road easili get via googl map mainten good room nice furnish wifi tv prob room fulli air condit overal good,69.8642044539055
pride,good stay,realli good hotel stay famili valuabl properti money except massag servic other fine bar first floor look good price slight higher side pool littl small otherwis much disadvantag,70.70452295022564
bkr grand,hotel middl usman road,wife enjoy stay well matter fact regular visit chennai middl jan everi year make point stay hotel alway good staff good servic good locat,78.97224181186189
park chennai,never,check took min pillow room differ size dirti stain curtain phone next bed walk studi tabl slow room servic poor understand intern book work accept discov card,39.71639686708316
radisson chennai citi centr india,great hotel excel locat heart citi,best hotel excel staff special john great servic restaur great staff great locat heart citi els ask great valu money,98.53385032606468
atchaya,worst hotel stay worth,hotel staff poor took long checkin front offic guy lost rude bad first impress talk room also upto mark dirti towel room fine thing breakfast guy servic never recommend hotel anyon,46.60291250093226
e hotel,nice stay,pleasant stay staff servic good sinc hotel locat citi easi go anywher free time roam express avenu mall locat premis would love stay,86.57145011912303
taj club hous,,nice hotel heart town close everyth,80.48745784407564
green coconut resort,small resort good facil,gr pleasant stay restaur varieti,73.54281524884512
treebo angson,good price,good hotel price comfort good area,65.84319808107047
qualiti inn sabari,nice hotel stay,nice hotel stay good locat nice room courteous staff food qualiti averag time breakfast buffet averag room clean price definit valu money would visit hotel,85.71321104275394
ambica empir,averag stay experi,compar hotel littl bit develop look low price major facil hotel food concept worst compar resid accord etc give offer everi month attract custom thank,66.69405363359259
e hotel,,got veg breakfast,65.12339329909061
itc grand chola,simpli except,excel hotel courteous staff awesom facil high recommend would definit stay,99.96451524978829
abu sarovar portico ex abu palac,poor stay,room amen poor cleanli construct go got amen strong complaint price high amen poor compar hotel similar categori recommend,52.13705160371404
mallika reisid,still need provid basic facil,still need provid basic facil,62.33917856934327
bell hotel chennai,bad experi receptionist,ladi receptionist act like own bell hotel said big everyth request said final serv custom sinc book make trip veri bad experi,58.21892771589625
key hotel kattima,one best hotel chennai,opportun stay kattima one night one best hotel chennai friend peopl around avail time quick servic buffet lot choic yum room clean basic amen,80.82414248577518
opera resid,good hotel stay averag mainten,hotel nice tariff also afford wifi good speed thing templ nearbi loudspeak front hotel lot nois irrit play wrong time sometim late night disturb lot,64.56952993779979
leela palac,beauti stay,absolut beauti great servic,87.92709868661784
taj coromandel,,hotelscom advis custom charg i awar luxuri tax charg push price consider,64.5613594172076
fabhotel priyadarshini park mount road,good hotel poor servic,locat cleanli good far custom servic concern worst even manag doesnt respond well worst behaviour staff didnt expect kind behaviour would great makemytrip someth,56.05531259372586
resid chennai,,awesom stay food slight expens dont think deserv thing room size small compar luxuri hotel,76.9503623851348
deccan plaza,,cleanli roomhotel hotel locat,69.06448606759898
marsan lodg,free ride airport,close airport stop staff help call pick problem free ride airport,68.23840971664234
taj club hous,luxuri heart chennai,best locat luxuri hotel staff excel,99.76819390005383
fabhotel priyadarshini park mount road,clean hotel,good hotel locat good,72.0512480821454
park chennai,definit star hotel claim,good lobbi good place eat everyth els come way near star hotel claim room star hotel level disappoint thank book day,41.8536881806413
itc grand chola,wonder stay great chennai,itc grand chola luxuri collect hotel wonder stay great chennai excel locat facil great hospit ambianc good place stay beauti room free wifi excel breakfast last least good swim pool,87.79696651356825
iri,iri chennai,larg comfort room hous keep improvelot mosquito room qualiti food servic standard need improv lot nois floor due shift furnitur etc good staff front desk door,69.37073514021746
holiday inn express chennai mahindra world citi,new clean comfort,great peopl come visit mahindra tech citi save travel back citi even,99.8037764437618
glm meridian,good budget hotel,good food experi better sleepbathroom great ok budget standard spacious room,69.64358823929311
vgp golden beach resort,good room need simpl addit,room ambienc insid good bathroom need towel rack near wash basin tap leak mani fli garden area room servic pathet breakfast good food cold pool clean towel stink,58.24505423986386
vijay parkarumbakkam,good hotel wonder room,poor hygien meagr facil v poor manag staff arrag unhelp i would recommend hotel friend abroad,66.27208871633577
qualiti inn sabari,valu money,nice hotel good hospit clean room good experi peopl welcom good manner servic best atmospher hotel name qualiti inn well maintain food enjoy get best money spent food good valu money,84.91408056229905
