Id,Hotel_name,Review_Title,Review_Text,Rating
1273,Abu sarovar portico ex Abu Palace,Value for money,This Hotel is a nice property and has nice staff with full cooperation. Easily approachable to Marina Beach and malls. Swimming pool was not available. Food quality is OK which needs to be improved. Overall a good and comfortable stay.,86.0
1274,The Leela Palace,"Good Hotel , very good food",We planned a unplanned trip to a Leela and we had fantabulous experience at Leela. Food specially is to die for .,80.0
1275,Grand Palace,Conversation was not that much,The destination of the hotel was good. The location of the hotel was good. I had visited this hotel with my family for official trip. The hotel was located in the city. I didn’t face any problem to reach the hotel. The overall service of the hotel was good. The Wi-Fi facility was not provided by the hotel. There was no activity arranged by the hotel.,57.0
1276,Taj Club House,Truly wonderful stay!,"This is a wonderful hotel - absolutely five-star service throughout the property! Everyone made me feel welcomed and valued. Plus, the breakfast is sumptuous, and the Indian restaurant is quite amazing!",100.0
1277,Emarald,Good stay,Overall experience is good to stay into hotel. Everything is good. Cleaning is good. Location is good. We can book again if I come next time in Chennai. It is good for money compare to another hotel.,71.0
1278,Mars Classic,Crazy,"Simply ate my money without any reason the front offc person should have ""lost his fight with his wife it seems"" cause he s answering in a way like tat",65.0
1279,The Iris,They need to improve a lot. No value for money.,"Very rude staff

No hotel restaurant was open at 10:15pm. Neither room service.

No help for mobile charger etc. Even mediocre hotels provide mobile chargers to guests.",40.0
1280,The Residency Towers,Great Hotel and you forgot that you are in India,"The room is clean, international standards, option of turning on ceiling lights if you prefer brighter otherwise is warm and cosy.

Toilet small but funtional and water pressure good (16th floor room).",80.0
1281,Oyo Rooms T Nagar Off Pondy Bazaar,,OYO is very hard to find. The helpline is friendly but the information is general. It took us an hour to locate the hotel,60.0
1282,The Chariot,Location is close to heart of the city,"Receptionist and Manager are doing their job perfectly, especially manager prejuv was a calm guest receiver and does Guests needful things. Service from other staff are also good, location is close to heart of the city T Nagar and other areas too..",86.0
1283,The Chariot,Prime location and decent stay,Prime location and good stay. Amenities could be better. The WiFi could be better. The hot water can be available all time. Good front office staff and helpful room service. Overall not bad for the money paid.,71.0
1284,Brownstar Boutique Hotel,Exceptionally good value for money,"Great experience, especially helpful staff. The person at reception, Peter was really helpful and was flexible about timing in view of my exam tomorrow. Would recommend to anyone in view of value for money, location, good room and prompt service. In case you are a test taker at pro metric then this is the place for you to stay. Just across the street I took just 5 min to reach the center from here.",86.0
1285,Royal Star,Value for money stay,Ok stay. As all locations are nearby so ok for me. Checkout at least 15 mins before from your scheduled time as they take long time to prepare the bill. Housekeeping is not up to the mark. Food is good.,57.0
1286,The Checkers,average,The hotel was booked with free breakfast but they denied.,60.0
1287,The Kings,Good Stay - opt for the executive,I had a pleasant stay at Kings Hotel. The location is safe and the bar on the ground floor is convenient. My recommendation is solely based on the executive room package.,100.0
1288,Sai International,disastar,we did not stay here although we booked and paid - we went to another hotel for cleanliness and comfort.,20.0
1289,The Residency Chennai,Good facilities & spacious room,"One of the good residency with all facilities. Food was so good and tasty. Room was so big and television was provided with all good channels, it was very entertaining. Bed was so comfortable and mattress were so good. It is near to bus stop and taxi was available. I stayed here for 2 days and enjoyed a lot.",86.0
1290,Hanu Reddy Residences Poes Garden,Hotel is great but service is little slow,"Hotel is at nice location, nice environment, tasty food. Only the service part was slow, if you order something you have to wait for minimum half hour. Behaviour is nice, food has genuine rates. Rest was OK.",86.0
1291,Hotel Comfort,Can improve more,"In the initial room allotted, AC was not functional, then changed to some other room. There again the taps in the Bath rooms are not in good condition. While the overall condition of the rooms was good enough, care should be taken to ensure proper housekeeping.",71.0
1292,Taj Club House,AJB Chennai 2 nights May 2013,"Good. Stayed there before. Had small problem: First room had a musty smell. Staff changed my room quickly. No other issues. Breakfast is a good experience. Many choices, relaxed atmosphere. Roof restaurant is also nice. for dinner; Spanish Quisine.",80.0
1293,Azeez Avenue,Decent place to stay away from home,"The hotel was near the wedding we attended so it was a plus for us, near to all the places we needed to go and the staff were helpful and accommodating. Would definitely use this hotel again in the future.",80.0
1294,Green Meadows,Poor resort please don't go,"The rooms are old and poor. No value for money, all food start at minimum Rs. 200 per dish. Will not taste good. Complementary breakfast very poor. Totally upset after my family trip. I screwed my family happiness because of taking them there. Not happy.",29.0
1295,Savera,Rooms are well-maintained,Rooms are well-maintained but corridors are maintained poorly. Stayed only for one night but heard from my colleagues that it is one of best hotel with more than 80 years history. Can try to stay here with family and friend and also convenient for business meetings.,71.0
1296,Taj Club House,,Taj quality is unparalleled. Attention to details makes the difference.,100.0
1297,The Raintree,Good Hotel.,Excellent hotel with great staff. Would greatly recommend.,100.0
1298,Asiana Place,Superb hotel with great food and facilities,"The outlook and the facilities of the hotel are good. Highly recommended for business trips. Clean rooms, good food and total value for money. The location of the hotel could have been better (for someone who was visiting Chennai for vacation getaway or beaches.",71.0
1299,Season 4 Guest House,Hotel Review,I had visited this hotel with my family. Wi-Fi service was provided inside the hotel. The best part of the hotel was food. The food quality and quantity was nice. I would recommend this hotel to upcoming travellers. The location of the hotel was good. The parking was available inside the hotel.,71.0
1300,The Park Chennai,This hotel is good for pubbing only,"The rooms renovated are also leaking, Water seepage is there in the walls. Very bad maintenance. This hotel is good for pubbing only. Mattress very soft and you get back pain. High time they replace the mattress.. Renovation is a must at this stage. Always hot water problem is there and taps are leaky. Health faucet must in the toilets.",71.0
1301,Hotel Grand Residence Porur,Check-in time issue & poor AC,"Check-in as per the confirmation was at 12 pm, where as my requirement was at 8 am. Initially they refused, but after talking to their GM, he approved as special case and informed that hereafter, if you need early check-in, you have to book directly with the hotel. Also, AC was poor.",71.0
1302,ITC Grand Chola,Overly hyped,"I heard a lot about chola, but I found not to my expectation. Highly priced rooms, over priced food, and full of false pride staff. I think, I don't need two hundred words to describe Chola. Whatever I have written should be enough to understand hotel management.",65.0
1303,Ambica Empire,Great stay with good staff,Customer specific service is the key to the staff. Breakfast spread was very wide and good. Staff was responsive. Smallest of needs were considered and issues fixed to satisfaction.,86.0
1304,Gemini Inn,Doesn't feel like a 3-star hotel,"I stayed in this hotel for a night as it is close to the US consulate. Location is the only plus point about this place. The rooms are poorly maintained. The bed sheet, blankets and towel were not clean, it had stains. There is no hot water in the bathroom. Overall, not a pleasant stay and it is overpriced, manageable only if you are staying for one night and need to be close to US consulate.",43.0
1305,Accord Metropolitan,Comfort in the heart of Chennai,"Very nice 
Comfortable",100.0
1306,The Park Chennai,,Great location. But this hotel is not worth the price they charge. Terrible room layouts. Staff is slow and not trained properly. Guest services will not pick up phone. Had to call 4-5 times before they pick up. Spent lot of time to handle requests put on reservation at time of booking.,40.0
1307,Beach Park Resort,Awesome resort with good facilities,The resort was awesome and all the facilities were available for indoor games. Interior was so good. Ambiance was beautiful but outside nothing was there. So we were enjoying inside only. Rooms were quite lively. Room service was also good for a one day trip we can go there and have lot of fun.,71.0
1308,OYO Rooms Vadapalani Murugan Temple,cleanliness in bed sheet and room tobe improved,"the bed sheets where not clean and room was not cleaned, aircondition was not working in the morning hours later rectified it in the night.complementary breakfast was two items 3 idlies with one vada , but good taste.",40.0
1309,Fortune Select Grand,Recommended,In general our stay was comfortable.,80.0
1310,Park Hyatt,Best hotel to stay at Chennai,"This is a very good hotel with modern looks and excellent service. Staff is quite friendly and food is good. Staff feels happy assisting you for almost anything. Everybody treats guest like they are someone special. Rooms are quite spacious, clean and equipped with all amenities which are needed.",100.0
1311,"The Raintree, St. Mary's Road",just like home,i work all over the world and hotels are part of my life the Raintree St. Marys is absolutely wonderful the staff from top management to resteraunt staff and housekeeping are very friendly and accomadating they make you feel at home but with better service :) definitley recomend this place for business or vacation . the location is great and they have three resteraunts all with great food,100.0
1312,Deccan Plaza,Great location,Stay at the Hotel is satisfactory. We are not aware the Hotel has 24 hours checkout policy. Only on 3rd day morning they have informed that we should checkout at 8.30 am and we felt something strange. As per their desire we checked out at 9.00am.,60.0
1313,FabHotel Priyadarshini Park Mount Road,Decent place,"Nothing much to write about as it was just one night to stay. Terrible breakfast , unclean plates cups etc. the first room they gave was smelling of cigarettes smoke fortunately they changed the room. AC was just about ok. Small tacky room",60.0
1314,The Pride,not so great experiance..,"rooms are very small , bathroom even more worst",60.0
1315,Nachiappa Park,Cheap and best,Stay was good at this price. Location is near market. Clean....... . .... ......................................................................................................................................................................,65.0
1316,Raj Palace Hotel,Bad service,Hotel is not interested to a lot rooms to those who comes through online. Check in time delayed more than 6 hrs. Asking us to wait in lobby. Next day getting call and asking when we vacating the room before 24hrs.,57.0
1317,"Radisson Chennai City Centre, India",Cosy place to stay,Overall the hotel is a cosy place to stay. But they don't have any added facility for enjoyment. It is located in the hub of the city Nungambakkam. The staff members are very polite and caring. I preferred staying here as I had an appointment at Sankara Nethralaya which is absolutely in the proximity. My conclusion for this property- a wonderful stay!,86.0
1318,Hotel Kensington,Overall average stay,"Beside this hotel Sathyabama University is there. Thats why I prefer this hotel, but there is no single room, it is a big problem and the rooms TV service is poor. Need some regional channel.",43.0
1319,The Kings,Good for a one or two night stay,"I had only a one night stay here and I was satisfied.. Had few problems with tube, tv, ac etc but it was all resolved right away, service was excellent and I am happy with my stay, both money and comfort wise.",60.0
1320,The Raintree,PERSONAL,The hotel location is good... but the beds are very bad and old. The shower room was not all clean.,60.0
1321,Mars Classic,Worst Hotel ever seen in my life”,"Looks good outside but Inside - Dirty floor, Stained Bedsheet, Nasty Bathroom, horrible staffs. Worst Hotel in Chennai. Please don't book.",20.0
1322,Accord Metropolitan,Good,Neat and clean good service very good location good service by house keeping etc,65.0
1323,Peace Inn,,"Ok, not bad.",60.0
1324,Pratap Plaza,More modern than other hotels in price range,The hotel was clean (executive rooms) and were more modern than other nearby hotels. The only downside was that the restaurant in the hotel was pretty small and breakfast wasn't included.,80.0
1325,The Raintree,Very nice and comfortable hotel. Very good service,This was my second visit. Enjoyed our stay very much. Will definitely stay at The Raintree when I am Chennai next.,100.0
1326,Green Meadows,superb experience worth the money,masssssssssssss nbhugtfuvhftytd6fyyfdd7t hjf7f878hioug7rb gvyf8hobuyyf7tb bgytiugyd7 tyd7ggyf7nngh8bn big8bhiguytvdttivyugoubig8ty89biugfvy7uygviub kjvyguf87h ihg89yhbufu8g khihgigytf8bhujc b8yg8biugt67g88u8 bug89t9g8yr8h ngyufuyyyg87guyfgt ygyugiguug,65.0
1327,Savera,excellent room with great service. well located,ours was a short stay. rooms were well maintained and serviced. we needed a late checkout which was smoothly executed.,100.0
1328,Mount Heera,Hotel did not arrange for airport drop,"It's a risky venture in case if you depend on this hotel to arrange a drop for you. My friend for whom I booked this hotel considering the hotel , drop facility was at his wit's end when the hotel couldn't manage. He somehow struggled to reach the airport and catch the flight. The room AC wasn't working. Overall a risky venture.",65.0
1329,Sangeetha Residency,Super,"One of the best hotel and good servent ,all rooms are very clean and neat. I this hotel and hotel members. Also love it. I like it members activities............ Helpful and hopeful hotel......................... I given suggestions for best hotel of your hotel",65.0
1330,Fortune Select Palms,Awesome !!,Excellent hospitality. Professional staff. Easy check in and check out facility. Rooms were neatly maintained. Overall experience was awesome and would definitely recommend to people visiting Chennai.,100.0
1331,Raj Park Chennai,Very good and clean,I stayed in the hotel for couple of days. The rooms were excellent and the room service was very good and the support staff were very supportive and helped me out to my request. I would rate the hotel best in it's class.,100.0
1332,Raj Park Chennai,Good experience & good location,"Pros: Very good location, excellent cleanliness, friendly staff, nice breakfast buffet. Cons: Wi-Fi connection unstable and speed poor, food is very costly. I faced some problem with the locker and room access card, but they were promptly replaced. Except for the two cons mentioned above, very nice experience.",86.0
1333,The Iris,Good satisafaction,"The stay in the hotel was good. The service was very good. The hospitality as a whole is very good. Mainly breakfast and dinner was awesome and tasty. Service and caring towards the guest was really marvelous. Appearance and atmosphere was also nice, I liked it.",71.0
1334,My Fortune Chennai,Nice hotel liked the stay and this fee back should be,. Didi right,65.0
1335,The Chariot,Bad experience,"Took it as it is near the US Embassy fingerprinting location. Hotel has almost no parking space. Front office staff, the Lady require serious training in hospitality. Hotel is rated 3 star but not worth even a star. Room is just OK to spend the night. If payment was not done during booking, I would have shifted out.",43.0
1336,The Centre Point,Perfect location and spacious room,It was winter of last year. My Daughter had graduated in Computer Science & was posted at Chennai. We went to Chennai & had chance to stay at Hotel Centre Point. The location & ambiance of the hotel is perfect. The reception & hospitality is quite marvellous. The room is spacious & has beautiful view of Shollinganur. The food is delicious. The staff is courteous.,86.0
1337,OMR Guest House,Fine stay,Have to improve lot in their service.. No proper power back up service. Couldn't find any dining service... But fine stay for business trip for their accessibility.. Overall average experience not bad.,57.0
1338,FabHotel Priyadarshini Park Mount Road,Good stay with reasonable rate,"Location and cleanliness is good, but as far as customer service is concerned, it is just average. Recommended for travelers to stay with reasonable rent. Since, the hotel is situated in Mount Road and it is accessible to all city areas. Food is just okay. Good for a quick stay.",57.0
1339,FabHotel Queensway T Nagar,Good place to stay,Good place. Good food and good service. Everything at the hotel is worth for the money spent. Overall I had a great stay at Queensway Park. I will definitely come back again for a stay at the hotel.,86.0
1340,Ampa Skywalk,poor standards,"The hotel was not worth the money value, access was not easy from the parking lot, bathrooms were rusty with salt sediments everywhere and the worst part was the wc not cleaned. Breakfast was 2 slices of bread..",20.0
1341,My Fortune Chennai,Great Service. A very dedicated and efficient team,A great experience from check in to check out. Very good food and wonderful service.,100.0
1342,The Residency Towers,Product Manager,Reception on arrival and at the restaurant is Excellent. Check-in and Check-out formalities were handled efficiently. Room is big in size. Ambience is excellent. Food quality at restaurant is good. Service representatives in restaurant took care so nicely - my special appreciation to them. The location of the hotel and the surrounding ambience are pleasant.,65.0
1343,"Radisson Chennai City Centre, India",Nice Hospitality and cleanliness,Nice hospitality and cleanliness it value for money you can stay there with family also I will suggest this for you.,65.0
1344,Holiday Inn Express Chennai Mahindra World City,Good stay,Great hospitality,100.0
1345,Mala Inn,"Calm hotel with all facilities, friendly staff",One of the important hotel in Chennai. This is very clean and neat place. So many of people to stay that hotel because its very safe and calm. All facilities are available in this hotel. Servant are very friendly and co-operative. I like this hotel very much.,100.0
1346,"Radisson Chennai City Centre, India",,Good.,80.0
1347,Pearl International,"Fantastic service, treated like royalty",Stayed here for just 1 night on a work trip to Chennai. The room is big and well done and the service matched the elegance of the hotel. I appreciated them going beyond what could normally be expected.,100.0
1348,Orange Inn Service Apartment (Manapakkam),Average. Not much complaints,"Hotel is at least 600 metres walking from main road. Laundry clothes were returned ironed after 3 days, that too when I pushed a lot. Room was not changed when requested. Comfortable stay but above things made it bad for me.",43.0
1349,ITC Grand Chola,Responsible luxury,A luxurious stay,100.0
1350,Le Royal M?ridien Chennai,Good rest,Very near to airport. Staff are polite/,100.0
1351,Royal Chennai Residency,Conveniently located near the airport,"I arrived after 2:00am due to a late flight so was grateful the staff got up to check me in. I was mainly interested in getting some sleep and was able to so. Received a modest breakfast brought to my room. Room was small, but clean and the bed was comfortable.",60.0
1352,Bhimaas,Proffered hotel for stay with family,"Room is very spacious and satisfactory service, very comfortable car parking place, attached restaurant maintain good hygienic with reasonable prices. Availability of hot water around the clock.",86.0
1353,Lemon Tree Chennai,Good hotel,Good service and fairly comfortable stay,80.0
1354,Annsun Boutique,Helpful staff but average place,"The staff is very friendly and helpful. They attended to all our requests when my wife fell sick. However, a lot can be improved. Phone was working only intermittently, the switch boards were old, the printer at the front desk was not working, wifi access is given only to one device per room, and the tablemats at the breakfast tables were dirty. The quality of breakfast was ok. Room cleanliness was good.",60.0
1355,The Spin,Good stay at economy prices,"Decent place to stay, with clean rooms and toilet. Pretty decent for the price. Located on the main road and easy to locate. Breakfast was OK. Courteous front desk staff and house keeping staff.",86.0
1356,The Residency Towers,Great location and good services,"24 hrs check-in is the best part about this hotel. Service is great, Staff is helpful and friendly, food is good and excellent location. I always enjoy my stay here. However the Gym should be improved. More space is needed and equipment requires major upgrade.",86.0
1357,"Radisson Chennai City Centre, India",Amazing Radisson blu,"Beautiful radisson blu with amazing facilities which will amaze you like Honda amaze. With amazing food with different varieties, with awesome service and good location ... Where you meet good people with good thinking with no bad thing in their mind.",86.0
1358,Mallika Reisidency,Clean,I don't have enough,65.0
1359,Buhari Royale,Below average,Very unfriendly staff. Toilets are badly designed with no separate bathing area. Staff kept on saying as its a online booking many facilities were not available,20.0
1360,Southern Residency,Good services and wonderful stay,I had good experience with Southern Residency. Good service and easy to reach place. And with make my trip I had booked this hotel. Very comfortable to stay and relax. Very economic studio room and I had an enjoyable trip. I had a wonderful stay at this hotel.,86.0
1361,Samudra Residency,Worst hotel ever stayed,Very dirty room with full of bed bugs and insects left room . checked into different hotel don't know how make my trip gives recommend for this type of hotel disappointed a lot and will never book this hotel again.,29.0
1362,BKR Grand,BKR Grand,Fair facilities,60.0
1363,ITC Grand Chola,Fantastic Hotel - opulence at its best,ITC Grand Chola is an awesome hotel with great facilities and friendly helpful staff.,100.0
1364,Hyatt Regency Chennai,Fifth stay and excellent as always,My fifth stay at the hotel for business. Rooms are great and the restaurants are excellent although not cheap. The room service menu is very good though and reasonably priced. The best part about the hotel is the staff who are very friendly and always helpful.,100.0
1365,Peace Inn,Good value for money,"Good ambiance, clean rooms, staff is cooperative, except that the location is some 500 meters away from main road, superb service. Did not try the food as better options were available near by. Only problem is its location, otherwise value for money.",71.0
1366,Bluten by Traditions Inn,"Great location, decent rooms, quite functional especially for a business trip!","Good hotel, booked it through Oyo rooms & had requested for an early check-in but the folks did not get that request and ended up paying extra, apart from that the hotel was quite good, decent rooms and very good locality. Quite perfect for folks coming to Chennai for their US visas as it's quite close to the processing centre & embassy(About 2kms). All in all a good stay and neat rooms with decent food options nearby!",71.0
1367,The Iris,Good for one night stay,Good for one night stay. Breakfast is not available with deluxe room. Cleanliness is OK. Area is very local but the access to the road is high. Street food is available near to the hotel which is good for tourists.,57.0
1368,The Raintree,Nice Hotel in Anna Salai,"Excellent experience, clean room, friendly and courteous staff. Good restaurants in the hotel, nice food.",100.0
1369,ibis Chennai Sipcot,A basic hotel & not worth the money,"No worth the money, a basic hotel with 150 square feet room, you cannot even turn in the bathroom. Towels were not clean and they charge extra for even room delivery of items. If you have to invite anybody for a talk there is hardly any place to sit.",29.0
1370,Lemon Tree Chennai,Horrible experience,The size of the bed is so small that a single person is uncomfortable to sleep. They sell the same bed on double occupancy. Difficult to imagine how two persons can fit on the bed. Washrooms are so small. One can barely move around. Breakfast truly is free. Not complimentary. Food was absolutely not having any taste. Totally waste of money and uncomfortable night.,43.0
1371,Benzz Park,Hotel look very class but uneducated receptionist.,"Very bad staff, communicate with customers very root n shout...plz don't choose this hotel. Really worst and waste with that kind of tariff...even cheap 1 star hotel staffs are more discipline n respect customers very well... Plz clarify all of ur mistakes n try to do well otherwise it will become worst n worst until close ur business.",20.0
1372,Ekaana Cottages,Excellent appearance,It was 1 day stay at Ekaana cottage in chennai and it was a nice stay but it was difficult to reach the hotel and appearance of the hotel was good. There were limited number of staff and their service were up to the mark. We preferred food from other restaurant and rooms were very comfortable. Appearance of the hotel was excellent and did not used the activities arranged in the hotel.,86.0
1373,Kek Accommodation,Very good for the value for any airport stay.,The receptionist and other staff members were very courteous and helpful. When I pointed out minor deficiency in the bathroom the receptionist expressed genuine thanks and willingness to correct it. Room service for hot breakfast was prompt. Wake up and shuttle service to airport was good.,60.0
1374,Fortel,"Absolutely fantastic stay, staff was very friendly","The staff at the hotel's front desk were absolutely fantastic. Location is very nice. The staff there were very friendly and helpful. I lost my iPhone and the front desk staff helped me to call all the places I have visited. Bed was super comfortable, room is spacious and clean. It was clean and beautiful - and the water pressure in the shower and tub is fantastic. Great hotel for business or pleasure.",86.0
1375,Southern Residency,Good value for money and friendly staff,"An awesome stay with a pleasant and friendly staff. Hotel renovation was simply superb. Good ambience in the rooms and clean bathrooms along with clean sheets and towels. Thought it would be helpful if a paid cab service is available. Overall, a pretty decent stay.",86.0
1376,Marsan Lodge,,"Receptionist good.

Kindly fwd to the Mgt:
U have potential.
Be happy to help U improve to be THE Best.",40.0
1377,Raj Palace Hotel,Great place to stay,Hotel is close to the T Nagar shopping area. Our objective of value for money was achieved- both in the shopping and the hotel charges. We got an upgrade without asking. Recommended for families.,86.0
1378,FabHotel Priyadarshini Park Mount Road,Experience was not bad,"Rooms were small, can't accommodate the a third person. Service is bad, took 45 min to put a third bed, then 35 min to get a blanket. Breakfast is bad WiFi was disappointing Paid food is really good Rooms bathrooms are clean and well maintained.",71.0
1379,Maurya International,overall Good,Goooooooooooooooooooooodddddddddddd staff and gooooodddddddddd locationnnnnnnnnnnn...........................................overall Goooooooooooooooodddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddffddfdddddddddddddddddddd,65.0
1380,Goutham Manor,Good stay,"I backward at the auberge afresh while travelling on business, the area is actual axial to the capital business commune of the city. It's as well acceptable if your visiting or charge to boutique centrally. The agents were abnormally affable and the apartment were actual accurate and had all the avant-garde amenities I bare for my stay. I'd absolutely break actuality afresh and acclaim it as able-bodied!",86.0
1381,Season 4 Guest House,Internet sucks,If you are relaying on the internet then this is not the hotel,60.0
1382,Raj Park Chennai,Worst stay ever.,"Booked a Deluxe Room with an occupancy for 2 people. The room that we got had below amenities:

1) No Ventilation.
2) The room was stinky(The room was smelling like it was in close proximity with drainage) 
3) Congested (The room was very small)
4) The window opened(open the curtain) into a huge wall which was 2 feet away. Which means forget the natural light you cant even see the sky from the room with an opened window.",20.0
1383,Mallika Reisidency,Cheap room,"The FAN worked great and so did the shower. 2 very important things - I brought my own plug-in mosquito killer, but had no problem with mosquitos",60.0
1384,Nachiappa Park,Good location but need to be maintained,"It's a very good location, No restaurant,, Bad staff Not so clean, No proper amenities, No proper network and WiFi. No laundry, The bathrooms are so stinky and they need to be well treated, Overall the hotel is just satisfied for the money I paid.",57.0
1385,The Park Chennai,Need inspiration? Check out other reviews for The Park Chennai written by travellers like you or read some tips on writing great reviews.,Need inspiration? Check out other reviews for The Park Chennai written by travellers like you or read some tips on writing great reviews. Need inspiration?,65.0
1386,Hilton Chennai,Good service and pleasant staff,"The hotel is about 20 minutes from the airport. The rooms and washrooms are neat and clean. Rooms are well-equipped. Restaurants are nice, food is good. Staff is warm and pleasant. Overall, a nice stay. However, there is not much of a view from the hotel also is more suitable for business and family stay, not suitable for leisure holidays.",86.0
1387,Holiday Inn Express Chennai Mahindra World City,I wish there was another option in MWC,I didn't like it here. But if you're working in Mahindra World City you don't have any choice. A little competition could probably help things. Staff is nice. Hotel is blah.,60.0
1388,The Park Chennai,Good place.. would definitely recommend !,Room was very clean and well maintained.. breakfast was extraordinary..,80.0
1389,Sea Shell Residency,Good hotel,Good location of the hotel nice destination and in this hotel near to the bus stand in hotel rooms are super and comforteble stey appearance was good and they provided wi fy connectivity and service was awesome and totally stey was good in that hotel was special,57.0
1390,New Woodlands,OK not bad,This hotel is very near to many shopping places and very convenient to restaurants and easy connectivity to almost all requirements and also very affordable to common man. Also good friendly atmosphere you can see many local sight seeing places near by this hotel,71.0
1391,The Residency Chennai,Good facilities & spacious room,"One of the good residency with all facilities. Food was so good and tasty. Room was so big and television was provided with all good channels, it was very entertaining. Bed was so comfortable and mattress were so good. It is near to bus stop and taxi was available. I stayed here for 2 days and enjoyed a lot.",86.0
1392,Raj Palace Hotel,Had a comfortable stay,The location and service personnels were awesome. The rooms were clean and tidy. Only thing was we were provided rooms in an adjacent building and not on the main one. Hope it ll be wiped out next time.,71.0
1393,The Residency Chennai,,"Overall stay was good. However, the Wi-Fi was not working. We had to call them multiple times to fix it. It gets fixed for some time and then again they would stop working. This was the only thing that we didn't like about this hotel.",80.0
1394,Hotel Shelter,Good stay,"Hotel is very good location, main land mark and good food. Chennai center of city location with main temples like Kapalishwar temple and even small temples Mudakanimanan temple is also so powerful temple. City local shopping market very near to the hotel.",100.0
1395,The Park Chennai,,Great location. But this hotel is not worth the price they charge. Terrible room layouts. Staff is slow and not trained properly. Guest services will not pick up phone. Had to call 4-5 times before they pick up. Spent lot of time to handle requests put on reservation at time of booking.,40.0
1396,Lemon Tree Chennai,,"This is actually a 3 star hotel, and in India there are 7 stars, and so a four star rating in Expedia is very misleading. The hotel is not very clean, but for a 2-3 star hotel it is ok if that is what you are expecting, the prices were way too high for that level of quality. I moved to the Hilton, and was very satisfied.",60.0
1397,Manickam Grand,Worst stay ever,"Never ever think of booking this hotel. Worst place, not clean and feels like a dungeon. Stayed very short but no hospitality. Feels like a market place and untidy bathrooms and bed.",29.0
1398,Savera,Bad experience,"The hotel looked pretty decent from outside. However, the hallway was smelly and dirty. Room was smelling and very stuff. Bathroom was not clean and felt very suffocating. It's not value for money. Service was good and the people were nice. I strongly feel they could have maintained much better.",43.0
1399,Samudra Residency,"Best value for money, good location and facilities","The hotel is near to the Chennai central railway station, with good facilities and value for the money with very good location at the city centre, we stay here with the best fine stay at the Chennai. The hotel experience is good with all the facilities.",71.0
1400,Accord Metropolitan,The room was spacious,The overall experience of the hotel was good. I had visited this hotel with my family. The appearance of the hotel was good. The check in and checkout was on time in the hotel. The service was good in the hotel. The room was spacious and clean. All the amenities were provided in the room. The food was good in the hotel. The complimentary breakfast was provided in the hotel.,71.0
1401,Accord Metropolitan,Clean Hotel,"Overall a pleasant stay.
Veg restaurant was the best experience @ decent price.",80.0
1402,Ambica Empire,Not bad but space constraint,"The business club room which I stayed had all the amenities except for a non functional fridge. The room is smaller for all the amenities that is kept. The parking space is smaller. Thanks to the wallet parking there was no hassle, but definitely not owner friendly parking",71.0
1403,The Vijay Park-Arumbakkam,Good Location,Room is ok. AC not at all effective. Have to order a fan,60.0
1404,Turyaa Chennai,Worth the stay,The hotel I tried for the first time as it was a short stay. The place looks very cosy. The staff at reception were very friendly and very helpful. The hotel is very clean and the room was quite cosy and the service was excellent. I would recommend this hotel. Worth for the money you pay.,86.0
1405,Park Avenue,Nice hotel near the US Visa Consulate,"The staff was very friendly and helpful, for printouts and directions.",100.0
1406,E Hotel,Overall,Hotel need good Maintanance and breakfast was poor,60.0
1407,Radisson Blu GRT Chennai,Excellent staff & need some improvement,"Staff courtesy was excellent. My reservation issue was clarified immediately. I have 2 suggestions: 1. Need clothes hanging facility in the bathroom. 2. To have someone enumerate the facilities available for breakfast. It was confusing because many items were on offer, but had to be asked for.",86.0
1408,Savera,,"I like food, pool, staff, gym and location and a big reason for me to choose savera. Only I they could improve their internet, they would get 5 stars.",80.0
1409,Lloyds Guest House,Conversation was not that much,All amenities were provided in the room. I had visited this hotel for official purpose. The hotel was located in the city. The room was neat and clean. The complimentary food was provided in the hotel. I would like to recommend this hotel for upcoming travellers.,86.0
1410,The Mount Manor,Not more than for a few hours of stay,Average stay,60.0
1411,Shan Royal,Not so service and very old room,"The hotel was at good location however the service was not so good. When we reached at the hotel, the person was not aware of the booking, I waited for few minutes and nobody bothered for the booking, further it was asked by me then they asked me to send the msg of my booking to the hotel manager, then I got room. Moreover the room was like very old and wet...",57.0
1412,Raj Residency,The staff's response was on time. The hotel was located inside the city. The maintenance was not good at the hotel. The provided room was spacious. Regularly the room was not well maintained. The food facility was not provided. The activity was not a,The staff's response was good,57.0
1413,Asiana Place,Very good service and environment,"One of the best places nearby OMR road, and great environment. Good place and room services, food taste was good, rooms are in excellent condition, and we have a wonderful parking area near the entrance, on time delivery of foods and services makes me to feel great to stay there for more hours.",71.0
1414,Le Royal M?ridien Chennai,"""Comfort at Reasonable Prize""!!!!!","I have stayed in Hotel Comfort Inn for couple of days. Its a very good facility in the heart of the city suitable for stay with family at reasonable rate. facilities and other arrangements are value for money. The have disciplined room service system. Lift facility is available. Overall, It was a nice experience for me at Hotel Comfort Inn, Bangalore",86.0
1415,"Radisson Chennai City Centre, India",Good experience,"Stayed for one night at the hotel. It is centrally located very near Anna Salai road. The rooms are good with all modern amentities, buffet spread is very good, the staff is helpful and ever smiling. Swimming pool is too small. Lobby needs to be made more comfortable with having good seating area",100.0
